Date,Open,High,Low,Close,Adj Close,Volume
2020-02-03,127.150002,133.779999,126.900002,130.490005,130.490005,7711200
2020-02-04,134.699997,134.949997,131.110001,131.369995,131.369995,3873200
2020-02-05,134.520004,134.580002,129.460007,130.750000,130.750000,3523200
2020-02-06,132.250000,133.740005,130.339996,133.160004,133.160004,3208200
2020-02-07,131.020004,131.839996,129.699997,130.910004,130.910004,2765700
2020-02-10,129.259995,131.690002,129.199997,131.050003,131.050003,3326700
2020-02-11,133.509995,136.820007,132.720001,133.990005,133.990005,3546100
2020-02-12,136.729996,138.500000,134.660004,137.490005,137.490005,3636600
2020-02-13,135.020004,136.300003,133.229996,135.179993,135.179993,3150300
2020-02-14,135.899994,135.899994,134.050003,134.570007,134.570007,1697400
2020-02-18,134.020004,134.789993,132.490005,134.179993,134.179993,2817000
2020-02-19,134.240005,135.880005,132.800003,135.809998,135.809998,2118400
2020-02-20,135.000000,136.320007,131.210007,132.460007,132.460007,3662400
2020-02-21,131.350006,131.550003,128.080002,129.800003,129.800003,3095900
2020-02-24,122.699997,127.349998,122.139999,125.830002,125.830002,4581500
2020-02-25,128.360001,128.440002,123.599998,124.430000,124.430000,5139300
2020-02-26,124.019997,127.379997,121.629997,123.540001,123.540001,5128000
2020-02-27,122.010002,124.160004,119.349998,119.910004,119.910004,6693400
2020-02-28,115.000000,120.500000,114.809998,119.980003,119.980003,9801600
2020-03-02,122.800003,122.970001,117.830002,120.769997,120.769997,6238800
2020-03-03,121.400002,122.620003,115.680000,117.970001,117.970001,5499400
2020-03-04,119.290001,121.790001,119.129997,121.410004,121.410004,4214100
2020-03-05,118.370003,120.320000,117.599998,118.239998,118.239998,3046900
2020-03-06,114.989998,116.910004,112.220001,113.739998,113.739998,4853000
2020-03-09,106.940002,110.059998,105.050003,106.650002,106.650002,7367800
2020-03-10,110.860001,111.919998,106.860001,111.910004,111.910004,5051200
2020-03-11,109.599998,110.699997,107.559998,108.250000,108.250000,3854200
2020-03-12,100.050003,102.480003,97.419998,99.000000,99.000000,9414500
2020-03-13,104.709999,105.610001,94.660004,100.290001,100.290001,6827500
2020-03-16,90.919998,96.730003,89.680000,89.680000,89.680000,6482100
2020-03-17,89.720001,92.279999,85.050003,91.129997,91.129997,6343000
2020-03-18,84.599998,92.889999,82.000000,83.620003,83.620003,9479800
2020-03-19,83.339996,91.660004,83.209999,89.620003,89.620003,6258600
2020-03-20,91.250000,93.160004,87.720001,88.660004,88.660004,5689900
2020-03-23,89.029999,92.150002,86.230003,91.220001,91.220001,4709300
2020-03-24,95.180000,98.919998,95.050003,96.430000,96.430000,5640100
2020-03-25,97.000000,102.050003,95.080002,96.919998,96.919998,6231000
2020-03-26,98.610001,102.459999,97.320000,101.820000,101.820000,5109500
2020-03-27,98.500000,99.120003,96.330002,97.629997,97.629997,4113000
2020-03-30,98.519997,99.500000,96.150002,98.949997,98.949997,3828100
2020-03-31,98.540001,105.250000,98.540001,100.790001,100.790001,4088000
2020-04-01,98.680000,101.519997,97.330002,97.680000,97.680000,3805000
2020-04-02,97.769997,100.879997,97.000000,99.589996,99.589996,2442000
2020-04-03,98.919998,100.230003,96.099998,97.199997,97.199997,2239700
2020-04-06,100.879997,103.199997,100.269997,102.940002,102.940002,3590800
2020-04-07,105.000000,107.389999,101.050003,101.790001,101.790001,6968600
2020-04-08,98.000000,98.589996,94.900002,97.330002,97.330002,10164500
2020-04-09,97.570000,100.370003,96.400002,99.000000,99.000000,5422300
2020-04-13,98.709999,99.930000,97.980003,98.370003,98.370003,3171800
2020-04-14,99.580002,103.110001,99.559998,100.919998,100.919998,3564500
2020-04-15,98.639999,100.919998,97.370003,100.870003,100.870003,2771600
2020-04-16,101.599998,103.029999,99.669998,102.820000,102.820000,4406400
2020-04-17,104.209999,105.190002,103.150002,105.000000,105.000000,3827200
2020-04-20,103.599998,107.669998,103.419998,104.680000,104.680000,3484300
2020-04-21,102.099998,102.419998,98.830002,101.410004,101.410004,3843900
2020-04-22,101.989998,104.360001,101.199997,101.750000,101.750000,3428300
2020-04-23,101.199997,102.379997,99.209999,99.849998,99.849998,3407400
2020-04-24,101.099998,101.919998,99.889999,100.949997,100.949997,2585400
2020-04-27,101.199997,101.550003,99.720001,100.559998,100.559998,3148700
2020-04-28,101.000000,101.000000,96.809998,97.129997,97.129997,4534500
2020-04-29,98.470001,99.879997,97.010002,99.669998,99.669998,5486400
2020-04-30,99.739998,102.980003,98.660004,100.930000,100.930000,5795900
2020-05-01,98.199997,98.199997,94.309998,96.019997,96.019997,4622500
2020-05-04,95.430000,96.019997,93.540001,94.760002,94.760002,3387800
2020-05-05,96.410004,97.599998,95.470001,95.769997,95.769997,2826100
2020-05-06,96.610001,98.040001,95.290001,97.080002,97.080002,2900300
2020-05-07,98.099998,98.449997,97.449997,98.180000,98.180000,2331800
2020-05-08,99.790001,100.669998,98.150002,99.769997,99.769997,3222800
2020-05-11,99.760002,100.169998,98.720001,99.550003,99.550003,2763600
2020-05-12,100.000000,100.000000,97.459999,97.470001,97.470001,3438800
2020-05-13,98.209999,98.980003,94.150002,95.489998,95.489998,4356900
2020-05-14,93.190002,96.169998,90.940002,96.019997,96.019997,3704900
2020-05-15,95.180000,100.059998,94.900002,99.860001,99.860001,3355000
2020-05-18,101.830002,108.169998,101.510002,107.589996,107.589996,10198400
2020-05-19,117.800003,120.849998,109.160004,109.750000,109.750000,19633500
2020-05-20,110.699997,114.199997,105.699997,108.519997,108.519997,15446200
2020-05-21,107.120003,111.529999,106.720001,110.029999,110.029999,9977100
2020-05-22,106.260002,107.809998,102.739998,103.320000,103.320000,8231900
2020-05-26,106.000000,109.230003,105.330002,108.360001,108.360001,6268800
2020-05-27,107.800003,108.879997,106.010002,108.220001,108.220001,4086500
2020-05-28,106.459999,107.669998,104.849998,106.320000,106.320000,3649000
2020-05-29,105.820000,106.690002,102.599998,106.550003,106.550003,6857300
2020-06-01,106.019997,108.480003,105.309998,107.099998,107.099998,3922900
2020-06-02,107.769997,108.720001,106.919998,107.230003,107.230003,4434500
2020-06-03,108.620003,112.720001,108.199997,112.449997,112.449997,3997700
2020-06-04,112.099998,113.629997,108.519997,109.059998,109.059998,3945700
2020-06-05,111.860001,115.199997,111.489998,114.400002,114.400002,4270200
2020-06-08,116.000000,118.379997,115.629997,117.029999,117.029999,4545200
2020-06-09,115.389999,116.760002,114.349998,115.830002,115.830002,2684200
2020-06-10,118.000000,118.629997,115.919998,116.809998,116.809998,3179200
2020-06-11,112.629997,114.080002,111.000000,111.830002,111.830002,4004800
2020-06-12,114.500000,116.849998,114.150002,116.269997,116.269997,4428600
2020-06-15,113.389999,117.169998,113.059998,116.820000,116.820000,3149100
2020-06-16,127.250000,128.279999,122.199997,122.779999,122.779999,9965200
2020-06-17,123.000000,123.709999,121.110001,122.029999,122.029999,3758400
2020-06-18,122.029999,123.959999,120.790001,123.459999,123.459999,2409600
2020-06-19,124.940002,125.639999,122.309998,123.080002,123.080002,3805300
2020-06-22,122.370003,123.239998,120.120003,123.080002,123.080002,2816400
2020-06-23,123.809998,124.000000,122.500000,123.330002,123.330002,2504300
2020-06-24,122.050003,122.930000,119.400002,121.370003,121.370003,3335800
2020-06-25,120.389999,123.760002,120.389999,123.730003,123.730003,2194300
2020-06-26,123.250000,124.970001,120.930000,121.800003,121.800003,2598200
2020-06-29,121.010002,122.349998,118.519997,121.290001,121.290001,2045700
2020-06-30,120.349998,121.980003,119.120003,119.889999,119.889999,2263100
2020-07-01,119.889999,121.139999,119.150002,120.629997,120.629997,2116400
2020-07-02,123.220001,124.820000,122.370003,123.300003,123.300003,3011900
2020-07-06,129.009995,133.139999,128.050003,132.929993,132.929993,5763600
2020-07-07,130.000000,132.000000,127.820000,127.830002,127.830002,2804600
2020-07-08,131.009995,131.009995,128.059998,130.639999,130.639999,2931300
2020-07-09,134.009995,135.440002,130.229996,132.529999,132.529999,4189300
2020-07-10,130.750000,132.529999,130.270004,132.330002,132.330002,2065900
2020-07-13,133.699997,133.860001,127.680000,127.839996,127.839996,4685400
2020-07-14,125.000000,126.150002,122.500000,125.489998,125.489998,3901900
2020-07-15,126.959999,127.000000,124.050003,125.050003,125.050003,2137300
2020-07-16,121.330002,123.599998,120.940002,123.430000,123.430000,2432500
2020-07-17,125.000000,125.000000,121.879997,122.769997,122.769997,1883200
2020-07-20,122.769997,124.870003,122.660004,124.349998,124.349998,2775200
2020-07-21,125.989998,126.269997,123.730003,125.220001,125.220001,3825300
2020-07-22,123.580002,123.790001,120.970001,122.750000,122.750000,2923100
2020-07-23,122.209999,122.669998,119.419998,121.099998,121.099998,2740900
2020-07-24,117.500000,119.059998,116.389999,119.019997,119.019997,2687800
2020-07-27,117.739998,118.000000,114.860001,115.860001,115.860001,2915700
2020-07-28,115.750000,116.489998,114.750000,115.690002,115.690002,3345400
2020-07-29,116.459999,120.449997,116.440002,119.820000,119.820000,3759100
2020-07-30,118.169998,119.169998,117.300003,118.000000,118.000000,3137000
2020-07-31,118.860001,120.190002,116.699997,119.400002,119.400002,2753800
2020-08-03,120.290001,121.290001,119.050003,120.550003,120.550003,1946100
2020-08-04,120.139999,127.059998,120.139999,126.669998,126.669998,3846900
2020-08-05,127.000000,127.379997,124.919998,125.849998,125.849998,1763900
2020-08-06,125.339996,126.019997,123.269997,125.580002,125.580002,1718300
2020-08-07,122.500000,125.089996,121.080002,125.000000,125.000000,3163300
2020-08-10,124.550003,127.660004,123.970001,125.059998,125.059998,3606500
2020-08-11,125.230003,127.790001,124.370003,124.599998,124.599998,2196100
2020-08-12,126.230003,128.250000,125.830002,126.110001,126.110001,2392600
2020-08-13,126.669998,126.830002,124.040001,124.570000,124.570000,5130300
2020-08-14,118.400002,118.570000,115.589996,116.739998,116.739998,11662400
2020-08-17,117.989998,124.680000,117.669998,123.919998,123.919998,6475200
2020-08-18,123.830002,126.589996,123.699997,124.199997,124.199997,3672700
2020-08-19,124.129997,124.129997,121.139999,122.709999,122.709999,2688900
2020-08-20,121.790001,123.559998,121.250000,123.480003,123.480003,2383200
2020-08-21,121.540001,123.650002,121.099998,122.449997,122.449997,2728400
2020-08-24,123.870003,124.730003,122.449997,122.879997,122.879997,2384600
2020-08-25,122.680000,126.050003,121.940002,125.699997,125.699997,4303000
2020-08-26,125.949997,128.000000,123.660004,127.470001,127.470001,5613200
2020-08-27,127.470001,128.389999,125.669998,127.250000,127.250000,2672300
2020-08-28,127.120003,129.029999,126.580002,129.000000,129.000000,1862900
2020-08-31,125.809998,127.669998,124.489998,124.570000,124.570000,4094800
2020-09-01,125.370003,127.089996,124.930000,126.930000,126.930000,1812700
2020-09-02,127.550003,129.029999,123.580002,124.260002,124.260002,2716000
2020-09-03,123.470001,124.209999,119.629997,121.419998,121.419998,3780100
2020-09-04,120.910004,123.080002,119.769997,122.870003,122.870003,3144600
2020-09-08,117.589996,120.250000,116.410004,119.309998,119.309998,3534700
2020-09-09,120.139999,120.519997,118.379997,119.400002,119.400002,1960800
2020-09-10,119.699997,119.779999,117.769997,119.160004,119.160004,3459000
2020-09-11,119.970001,122.139999,118.860001,120.620003,120.620003,2322100
2020-09-14,121.349998,122.889999,120.870003,121.879997,121.879997,1231100
2020-09-15,123.889999,124.580002,122.370003,124.489998,124.489998,2405100
2020-09-16,125.169998,127.250000,124.480003,126.029999,126.029999,2456900
2020-09-17,123.000000,124.839996,122.620003,124.669998,124.669998,2437500
2020-09-18,124.599998,125.099998,122.510002,124.660004,124.660004,3237700
2020-09-21,121.360001,124.660004,120.239998,124.550003,124.550003,2661000
2020-09-22,125.239998,125.239998,122.720001,124.029999,124.029999,1888000
2020-09-23,123.419998,126.389999,122.610001,122.919998,122.919998,2463900
2020-09-24,121.279999,123.879997,120.790001,123.760002,123.760002,2644300
2020-09-25,122.239998,123.949997,121.000000,123.790001,123.790001,3208700
2020-09-28,124.489998,126.120003,124.230003,126.040001,126.040001,3999000
2020-09-29,125.040001,125.800003,122.470001,122.580002,122.580002,3907000
2020-09-30,123.839996,129.000000,123.070000,126.589996,126.589996,3863100
2020-10-01,126.529999,127.290001,125.519997,126.449997,126.449997,1842900
2020-10-02,124.660004,126.089996,123.500000,124.620003,124.620003,2034600
2020-10-05,124.830002,126.120003,124.099998,124.699997,124.699997,1931800
2020-10-06,124.980003,127.080002,124.180000,124.830002,124.830002,1610900
2020-10-07,125.800003,126.989998,125.320000,126.349998,126.349998,1715500
2020-10-08,128.699997,128.699997,126.389999,126.750000,126.750000,1341500
2020-10-09,126.790001,127.639999,126.110001,126.489998,126.489998,1353800
2020-10-12,129.029999,129.100006,127.129997,127.720001,127.720001,3463400
2020-10-13,127.830002,128.009995,126.379997,127.050003,127.050003,2342000
2020-10-14,127.800003,138.979996,127.349998,136.070007,136.070007,11029900
2020-10-15,133.199997,134.699997,129.679993,130.039993,130.039993,6413800
2020-10-16,131.899994,132.910004,130.229996,130.369995,130.369995,2523200
2020-10-19,131.500000,133.460007,128.699997,129.250000,129.250000,2232800
2020-10-20,130.009995,131.789993,128.490005,130.080002,130.080002,2175600
2020-10-21,132.630005,136.169998,132.009995,134.839996,134.839996,3687000
2020-10-22,134.509995,135.130005,130.479996,132.860001,132.860001,2298000
2020-10-23,133.000000,134.149994,130.300003,133.929993,133.929993,1782300
2020-10-26,132.850006,134.899994,131.130005,132.949997,132.949997,3637800
2020-10-27,132.000000,135.309998,131.750000,134.889999,134.889999,3598500
2020-10-28,132.070007,132.429993,128.020004,130.699997,130.699997,5821000
2020-10-29,130.940002,132.929993,130.059998,131.960007,131.960007,5312800
2020-10-30,131.000000,133.309998,130.470001,133.050003,133.050003,5494100
2020-11-02,134.309998,137.869995,132.889999,134.050003,134.050003,2705100
2020-11-03,134.660004,134.960007,131.000000,134.110001,134.110001,2612800
2020-11-04,137.839996,143.770004,135.789993,140.309998,140.309998,4865600
2020-11-05,144.970001,145.050003,141.899994,143.940002,143.940002,4303100
2020-11-06,143.869995,145.360001,141.789993,144.000000,144.000000,2501100
2020-11-09,148.380005,148.380005,143.059998,144.190002,144.190002,3230000
2020-11-10,141.199997,145.440002,141.199997,143.250000,143.250000,3692200
2020-11-11,142.339996,143.440002,140.679993,143.059998,143.059998,2670900
2020-11-12,144.270004,145.990005,142.000000,142.470001,142.470001,2788100
2020-11-13,144.509995,145.199997,142.500000,145.080002,145.080002,2436400
2020-11-16,146.710007,151.179993,146.220001,147.839996,147.839996,4901000
2020-11-17,145.000000,145.479996,141.020004,143.919998,143.919998,5062500
2020-11-18,143.479996,147.289993,141.949997,142.070007,142.070007,5826300
2020-11-19,138.669998,139.000000,135.259995,136.479996,136.479996,5913800
2020-11-20,137.100006,137.970001,136.000000,136.110001,136.110001,5839600
2020-11-23,136.210007,136.740005,132.500000,133.039993,133.039993,5670200
2020-11-24,134.699997,135.380005,132.440002,134.360001,134.360001,4693700
2020-11-25,133.070007,136.199997,132.259995,136.000000,136.000000,3101800
2020-11-27,136.750000,139.990005,135.089996,139.419998,139.419998,3292900
2020-11-30,137.270004,139.399994,135.009995,138.990005,138.990005,5715400
2020-12-01,139.059998,142.199997,137.570007,140.259995,140.259995,3172600
2020-12-02,139.000000,143.839996,139.000000,143.699997,143.699997,3504600
2020-12-03,143.699997,145.100006,142.059998,144.240005,144.240005,3059200
2020-12-04,144.300003,146.199997,143.800003,144.070007,144.070007,2450200
2020-12-07,143.729996,145.199997,142.539993,144.300003,144.300003,2302900
2020-12-08,146.610001,147.070007,143.500000,144.990005,144.990005,3886700
2020-12-09,148.000000,156.559998,147.009995,151.589996,151.589996,6953800
2020-12-10,154.119995,158.800003,151.729996,158.320007,158.320007,5265900
2020-12-11,158.029999,163.399994,157.679993,161.240005,161.240005,6179800
2020-12-14,164.800003,167.289993,162.820007,162.960007,162.960007,4907300
2020-12-15,169.750000,186.610001,168.160004,185.500000,185.500000,19182300
2020-12-16,189.339996,201.110001,185.529999,190.399994,190.399994,32288400
2020-12-17,185.139999,193.990005,184.800003,190.110001,190.110001,10796900
